mode,trig,act,dev_trig,dev_act,installs,views,weight,n_rules,quota,spaces
trigger,power,light.on,PowerMeter,Light,52,0,0.000178,1,3,HOME01 HOME08 HOME11 HOME15 HOME19 LAB01 LAB02 LAB04 LAB05 FACT01 FACT03 FACT04
trigger,presence,camera,PresenceSensor,Camera,41,0,0.000173,1,3,HOME06 HOME08 HOME15 HOME19 OFFICE03 OFFICE05 LAB01 LAB04 LAB05
trigger,motion,media,MotionSensor,Television,39,0,0.000172,1,3,HOME06 HOME08 HOME12 HOME18
trigger,device,notify,Switch,NotificationProvider,38,0,0.000172,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,calendar,light.scene,CalendarProvider,Light,38,0,0.000172,1,3,HOME15 HOME19 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB03 LAB04 FACT01
trigger,battery,plug,Battery,Plug,38,0,0.000172,1,3,HOME15 LAB01
trigger,button,query,Button,,35,0,0.000170,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME15 HOME16 HOME18 HOME19 HOME20 OFFICE01 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM04 FACT01 FACT02
trigger,sun,camera,SunProvider,Camera,34,0,0.000170,1,3,HOME06 HOME07 HOME08 HOME09 HOME15 HOME16 HOME18 HOME19 OFFICE03 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,leak,light.color,LeakSensor,Light,33,0,0.000169,1,3,HOME06 HOME07 HOME14 HOME16 LAB02 FACT05
trigger,arrive,fan,PersonTracker,Fan,31,0,0.000168,1,3,HOME03 HOME04 HOME05 HOME06 HOME08 HOME13 HOME19 HOME20 OFFICE01
trigger,phone,thermostat,PersonTracker,Thermostat,28,0,0.000166,1,3,HOME02 HOME05 HOME06 HOME07 HOME11 HOME16 HOME18 HOME19 HOME20 OFFICE01 OFFICE06
trigger,sun,humidity,SunProvider,Humidifier,28,0,0.000166,1,3,HOME09 HOME15 LAB01 FARM02 FARM03
trigger,power,light.color,PowerMeter,Light,26,0,0.000164,1,3,HOME01 HOME08 HOME11 HOME15 HOME19 LAB01 LAB02 LAB04 LAB05 FACT01 FACT03 FACT04
trigger,smoke,fan,SmokeDetector,Fan,24,0,0.000162,1,3,HOME03 HOME05 HOME06 HOME10 HOME12 HOME14 HOME20 OFFICE04
trigger,presence,garage,PresenceSensor,GarageDoor,24,0,0.000162,1,3,HOME06 HOME15
trigger,motion,vacuum,MotionSensor,RobotVacuumCleaner,23,0,0.000162,1,3,HOME05 HOME06 HOME08 HOME12 HOME18 LAB01
trigger,security,siren,Camera,Siren,21,0,0.000160,1,3,HOME06 HOME07 HOME16 OFFICE05 OFFICE06 LAB02 LAB03 FARM02 FARM03 FACT01 FACT02 FACT03 FACT05
trigger,calendar,query,CalendarProvider,,21,0,0.000160,1,3,HOME15 HOME19 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB03 LAB04 FACT01
trigger,time,purifier,Clock,AirPurifier,19,0,0.000158,1,3,HOME02 HOME03 HOME04 HOME08 HOME09 HOME13 HOME15 HOME19 OFFICE01 OFFICE02 OFFICE04 LAB01 LAB03
trigger,contact,light.off,ContactSensor,Light,17,0,0.000156,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE03 OFFICE06 LAB01 LAB02 LAB03 FACT03
trigger,device,switch,Switch,Switch,16,0,0.000154,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,device,light.off,Switch,Light,15,0,0.000153,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,threshold,mower,TemperatureSensor,Mower,15,0,0.000153,1,3,HOME06 HOME07
trigger,finished,camera,LaundryWasher,Camera,15,0,0.000153,1,3,HOME06 HOME07 HOME18
trigger,finished,light.scene,LaundryWasher,Light,14,0,0.000152,1,3,HOME02 HOME06 HOME07 HOME12 HOME18
trigger,leave,mower,PersonTracker,Mower,14,0,0.000152,1,3,HOME06 HOME07
trigger,threshold,query,TemperatureSensor,,14,0,0.000152,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,device,light.scene,Switch,Light,14,0,0.000152,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,motion,garage,MotionSensor,GarageDoor,13,0,0.000150,1,3,HOME06 HOME16 HOME18 FACT02
trigger,threshold,coffee,TemperatureSensor,CoffeeMaker,12,0,0.000149,1,3,HOME19 HOME20 OFFICE01 OFFICE02 OFFICE04 OFFICE06
trigger,sun,garage,SunProvider,GarageDoor,12,0,0.000149,1,3,HOME06 HOME07 HOME15 HOME16 HOME18 FACT02
trigger,leave,light.scene,PersonTracker,Light,12,0,0.000149,1,3,HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME11 HOME13 HOME15 HOME16 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE05 OFFICE06 LAB01 LAB04
trigger,security,light.off,Camera,Light,12,0,0.000149,1,3,HOME06 HOME07 HOME08 HOME09 HOME15 HOME16 HOME18 HOME19 OFFICE03 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,sun,purifier,SunProvider,AirPurifier,11,0,0.000147,1,3,HOME02 HOME03 HOME04 HOME08 HOME09 HOME13 HOME15 HOME19 OFFICE01 OFFICE02 OFFICE04 LAB01 LAB03
trigger,time,waterheater,Clock,WaterHeater,11,0,0.000147,1,3,HOME05 HOME06 HOME07 HOME14 HOME16 FACT05
trigger,security,switch,Camera,Switch,11,0,0.000147,1,3,HOME06 HOME07 HOME08 HOME09 HOME15 HOME16 HOME18 HOME19 OFFICE03 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,power,ac,PowerMeter,AirConditioner,11,0,0.000147,1,3,HOME01 HOME08 HOME11 HOME15 HOME19 LAB01 LAB04
trigger,phone,camera,PersonTracker,Camera,11,0,0.000147,1,3,HOME06 HOME07 HOME08 HOME15 HOME16 HOME18 HOME19 OFFICE05 OFFICE06 LAB01 LAB04
trigger,calendar,camera,CalendarProvider,Camera,10,0,0.000145,1,3,HOME15 HOME19 OFFICE03 OFFICE05 OFFICE06 LAB01 LAB03 LAB04 FACT01
trigger,timer,light.scene,Clock,Light,10,0,0.000145,1,3,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
trigger,leak,light.on,LeakSensor,Light,10,0,0.000145,1,3,HOME06 HOME07 HOME14 HOME16 LAB02 FACT05
domain,barrier,conveyor,SafetyBarrier,ConveyorBelt,,,,factory,29,FACT01 FACT03
domain,contact,siren,ContactSensor,Siren,,,,factory,11,FACT03
domain,emergency,conveyor,EmergencyStop,ConveyorBelt,,,,factory,29,FACT01 FACT03
domain,finished,statuslight,ProductionMachine,StatusLight,,,,factory,19,FACT01 FACT03 FACT04
domain,leak,valve,LeakSensor,Valve,,,,factory,19,FACT05
domain,power,notify,PowerMeter,NotificationProvider,,,,factory,29,FACT01 FACT03 FACT04
domain,proximity,conveyor,ProximitySensor,ConveyorBelt,,,,factory,19,FACT01 FACT02
domain,threshold,compressor,PressureSensor,AirCompressor,,,,factory,19,FACT04 FACT05
domain,threshold,notify,WeightSensor,NotificationProvider,,,,factory,19,FACT02 FACT03
domain,threshold,pump,WaterLevelSensor,Pump,,,,factory,11,FACT05
domain,threshold,ventilator,GasSensor,Ventilator,,,,factory,19,FACT05
domain,tilt,notify,TiltSensor,NotificationProvider,,,,factory,11,FACT02 FACT04
domain,time,conveyor,Clock,ConveyorBelt,,,,factory,19,FACT01 FACT02 FACT03
domain,vibration,notify,VibrationSensor,NotificationProvider,,,,factory,29,FACT01 FACT04 FACT05
domain,contact,notify,ContactSensor,NotificationProvider,,,,farm,11,FARM04
domain,sun,growlight,SunProvider,GrowLight,,,,farm,19,FARM01 FARM04
domain,threshold,humidity,HumiditySensor,Humidifier,,,,farm,11,FARM02 FARM03
domain,threshold,notify,WaterQualitySensor,NotificationProvider,,,,farm,19,FARM01 FARM04
domain,threshold,pump,WaterLevelSensor,Pump,,,,farm,19,FARM01 FARM02 FARM03 FARM04
domain,threshold,sprinkler,SoilMoistureSensor,Sprinkler,,,,farm,29,FARM01 FARM03
domain,threshold,valve,FlowSensor,Valve,,,,farm,19,FARM02 FARM03 FARM04
domain,threshold,ventilator,TemperatureSensor,Ventilator,,,,farm,29,FARM01 FARM02 FARM04
domain,time,feeder,Clock,FeedDispenser,,,,farm,29,FARM02
domain,time,growlight,Clock,GrowLight,,,,farm,29,FARM01 FARM04
domain,weather,sprinkler,WeatherProvider,Sprinkler,,,,farm,19,FARM01 FARM03
domain,wind,cover,WindSensor,WindowCovering,,,,farm,19,FARM01
domain,contact,notify,ContactSensor,NotificationProvider,,,,lab,21,LAB01 LAB02 LAB03
domain,device,armrobot,Switch,ArmRobot,,,,lab,11,LAB04
domain,finished,notify,ProductionMachine,NotificationProvider,,,,lab,19,LAB02 LAB04
domain,gas,siren,GasSensor,Siren,,,,lab,29,LAB02 LAB03
domain,gas,ventilator,GasSensor,Ventilator,,,,lab,21,LAB02 LAB03
domain,leak,valve,LeakSensor,Valve,,,,lab,21,LAB02
domain,motion,light.on,MotionSensor,Light,,,,lab,16,LAB01
domain,power,notify,PowerMeter,NotificationProvider,,,,lab,21,LAB01 LAB02 LAB04 LAB05
domain,threshold,chamber,TemperatureSensor,Chamber,,,,lab,29,LAB02 LAB03 LAB05
domain,threshold,notify,TemperatureSensor,NotificationProvider,,,,lab,29,LAB01 LAB02 LAB03 LAB04 LAB05
domain,threshold,pump,PressureSensor,Pump,,,,lab,11,LAB02
domain,threshold,ventilator,AirQualitySensor,Ventilator,,,,lab,19,LAB02
domain,time,chamber,Clock,Chamber,,,,lab,21,LAB02 LAB03 LAB05
domain,timer,notify,Clock,NotificationProvider,,,,lab,11,LAB01 LAB02 LAB03 LAB04 LAB05
now,now,light.on,,Light,,,0.222675,3716,129,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,light.dim+light.on,,Light,,,0.105405,1759,129,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,light.color+light.on,,Light,,,0.089346,1491,127,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,media,,Television,,,0.044583,744,83,HOME02 HOME03 HOME04 HOME06 HOME07 HOME08 HOME11 HOME12 HOME13 HOME14 HOME15 HOME18
now,now,light.on+switch,,Light,,,0.039969,667,59,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,notify,,NotificationProvider,,,0.039190,654,74,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,cover,,WindowCovering,,,0.036613,611,69,HOME03 HOME04 HOME05 HOME06 HOME08 HOME09 HOME11 HOME13 HOME15 HOME18 HOME19 OFFICE01 OFFICE02 OFFICE05 FARM01
now,now,lock,,DoorLock,,,0.031400,524,59,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME15 HOME16 HOME18 HOME19 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB02 LAB03 LAB04 FARM04 FACT02
now,now,fan,,Fan,,,0.031040,518,59,HOME01 HOME03 HOME04 HOME05 HOME06 HOME08 HOME09 HOME10 HOME12 HOME13 HOME14 HOME17 HOME19 HOME20 OFFICE01 OFFICE04 FARM02
now,now,query,,,,,0.024988,417,49,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,switch,,Switch,,,0.024449,408,48,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,vacuum,,RobotVacuumCleaner,,,0.021812,364,43,HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME12 HOME13 HOME15 HOME18 LAB01
now,now,thermostat,,Thermostat,,,0.019116,319,38,HOME02 HOME05 HOME06 HOME07 HOME11 HOME14 HOME16 HOME18 HOME19 HOME20 OFFICE01 OFFICE06
now,now,timer,,Clock,,,0.017917,299,36,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,garage,,GarageDoor,,,0.017378,290,35,HOME06 HOME07 HOME15 HOME16 HOME18 FACT02
now,now,light.off+light.on+switch,,Light,,,0.017078,285,26,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,humidity,,Humidifier,,,0.014142,236,29,HOME09 HOME15 LAB01 FARM02 FARM03
now,now,cover+light.on,,Light,,,0.013663,228,28,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,coffee,,CoffeeMaker,,,0.011326,189,23,HOME19 HOME20 OFFICE01 OFFICE02 OFFICE04 OFFICE06
now,now,camera,,Camera,,,0.010247,171,22,HOME06 HOME07 HOME08 HOME09 HOME15 HOME16 HOME18 HOME19 OFFICE03 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,media+switch,,Television,,,0.007191,120,16,HOME02 HOME03 HOME04 HOME06 HOME07 HOME08 HOME11 HOME12 HOME13 HOME14 HOME15 HOME18
now,now,light.off+light.on,,Light,,,0.007191,120,13,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,fan+switch,,Fan,,,0.006771,113,15,HOME01 HOME03 HOME04 HOME05 HOME06 HOME08 HOME09 HOME10 HOME12 HOME13 HOME14 HOME17 HOME19 HOME20 OFFICE01 OFFICE04 FARM02
now,now,plug+switch,,Plug,,,0.005453,91,13,HOME01 HOME08 HOME11 HOME15 HOME17 HOME19 LAB01 LAB02 LAB03 LAB04 LAB05
now,now,fan+light.on+switch,,Light,,,0.004734,79,12,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,light.color+light.dim+light.on,,Light,,,0.004554,76,8,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,switch+timer,,Clock,,,0.004554,76,11,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM01 FARM02 FARM03 FARM04 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,light.dim,,Light,,,0.004494,75,8,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,light.scene,,Light,,,0.004314,72,8,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,garage+lock,,DoorLock,,,0.004135,69,11,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME15 HOME16 HOME18 HOME19 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB02 LAB03 LAB04 FARM04 FACT02
now,now,mower,,Mower,,,0.003895,65,10,HOME06 HOME07
now,now,camera+light.color+light.on,,Light,,,0.003715,62,10,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,plug,,Plug,,,0.003595,60,10,HOME01 HOME08 HOME11 HOME15 HOME17 HOME19 LAB01 LAB02 LAB03 LAB04 LAB05
now,now,cover+light.scene,,Light,,,0.003416,57,9,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,light.on+media,,Light,,,0.003416,57,7,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,garage+light.on,,Light,,,0.003116,52,9,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,light.color+light.on+media,,Light,,,0.002876,48,7,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,switch+thermostat,,Thermostat,,,0.002756,46,8,HOME02 HOME05 HOME06 HOME07 HOME11 HOME14 HOME16 HOME18 HOME19 HOME20 OFFICE01 OFFICE06
now,now,light.color,,Light,,,0.002637,44,6,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,coffee+switch,,CoffeeMaker,,,0.002337,39,8,HOME19 HOME20 OFFICE01 OFFICE02 OFFICE04 OFFICE06
now,now,ac+switch,,AirConditioner,,,0.002097,35,6,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME11 HOME12 HOME13 HOME15 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB04 FARM04
now,now,light.dim+light.on+media,,Light,,,0.001977,33,5,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,camera+light.color,,Light,,,0.001977,33,6,HOME01 HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME09 HOME10 HOME11 HOME12 HOME13 HOME14 HOME15 HOME16 HOME17 HOME18 HOME19 HOME20 OFFICE01 OFFICE02 OFFICE03 OFFICE04 OFFICE05 OFFICE06 LAB01 LAB02 LAB03 LAB04 LAB05 FARM02 FARM03 FACT01 FACT02 FACT03 FACT04 FACT05
now,now,switch+vacuum,,RobotVacuumCleaner,,,0.001977,33,6,HOME02 HOME03 HOME04 HOME05 HOME06 HOME07 HOME08 HOME12 HOME13 HOME15 HOME18 LAB01
