src,sid,score,trig,dev_trig,act,dev_act,acts,n_act,mobile,text_ok,text,note
acon,acon:8534,1,now,,light.on,Light,light.on,1,0,1,make back pantry light glow indianred.,MIT
acon,acon:8535,1,now,,light.on,Light,light.on,1,0,1,make kitchen counter light glow turquoise.,MIT
acon,acon:8536,1,now,,light.on,Light,light.on,1,0,1,make back man cave warm light glow saddlebrown.,MIT
acon,acon:8537,1,now,,light.on,Light,light.on,1,0,1,make front sunroom light glow royalblue.,MIT
acon,acon:8538,1,now,,light.on,Light,light.on,1,0,1,make basement workshop light glow darkgrey.,MIT
acon,acon:8539,1,now,,light.on,Light,light.on,1,0,1,make kitchen counter cool light glow silver.,MIT
acon,acon:8540,1,now,,light.on,Light,light.on,1,0,1,make kitchen herb garden cool light glow darkolivegreen.,MIT
acon,acon:8541,1,now,,light.on,Light,light.on,1,0,1,make bedroom light glow darkorchid.,MIT
acon,acon:8542,1,now,,light.on,Light,light.on,1,0,1,make upstairs entryway light glow purple.,MIT
acon,acon:8543,1,now,,light.on,Light,light.on,1,0,1,make upstairs basement light glow deeppink.,MIT
acon,acon:8544,1,now,,light.on,Light,light.on,1,0,1,make upstairs craft room light glow teal.,MIT
acon,acon:8545,1,now,,light.on,Light,light.on,1,0,1,make back corridor light glow forestgreen.,MIT
acon,acon:8546,1,now,,light.on,Light,light.on,1,0,1,make back man cave warm light glow lawngreen.,MIT
acon,acon:8547,1,now,,light.on,Light,light.on,1,0,1,make upstairs zen light glow mediumblue.,MIT
acon,acon:8548,1,now,,light.on,Light,light.on,1,0,1,make front cinema light glow slateblue.,MIT
acon,acon:8549,1,now,,light.on,Light,light.on,1,0,1,make kitchen table warm light glow plum.,MIT
acon,acon:8550,1,now,,light.on,Light,light.on,1,0,1,make shed light glow lightgreen.,MIT
acon,acon:8551,1,now,,light.on,Light,light.on,1,0,1,make upstairs fireplace light glow darkkhaki.,MIT
acon,acon:8552,1,now,,light.on,Light,light.on,1,0,1,make philips hue glow peru.,MIT
acon,acon:8553,1,now,,light.on,Light,light.on,1,0,1,make downstairs sunroom light glow rosybrown.,MIT
acon,acon:8554,1,now,,light.on,Light,light.on,1,0,1,make hallway light glow indianred.,MIT
acon,acon:8555,1,now,,light.on,Light,light.on,1,0,1,make downstairs zen light glow mediumseagreen.,MIT
acon,acon:8556,1,now,,light.on,Light,light.on,1,0,1,make master light glow black.,MIT
acon,acon:8557,1,now,,light.on,Light,light.on,1,0,1,make back zen light glow rosybrown.,MIT
acon,acon:8558,1,now,,light.on,Light,light.on,1,0,1,make upstairs children's bedroom light glow maroon.,MIT
acon,acon:8559,1,now,,light.on,Light,light.on|garage,2,0,1,make garage workbench cool light glow violet.,MIT
acon,acon:8560,1,now,,light.on,Light,light.on,1,0,1,make front side yard light glow darkslateblue.,MIT
acon,acon:8561,1,now,,light.on,Light,light.on,1,0,1,make driveway light glow lightseagreen.,MIT
acon,acon:8562,1,now,,light.on,Light,light.on,1,0,1,make downstairs fireplace light glow lightseagreen.,MIT
acon,acon:8563,1,now,,light.on,Light,light.on,1,0,1,make back nursery warm light glow darkolivegreen.,MIT
acon,acon:8564,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs playroom light to coral?,MIT
acon,acon:8565,1,now,,light.on,Light,light.on,1,0,1,could you turn back playroom light to rosybrown?,MIT
acon,acon:8566,1,now,,,,,0,0,1,could you turn front yard osram to slateblue?,MIT
acon,acon:8567,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs craft table light to darkolivegreen?,MIT
acon,acon:8568,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs man cave light to mediumvioletred?,MIT
acon,acon:8569,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen wine cellar warm light to rosybrown?,MIT
acon,acon:8570,1,now,,light.on,Light,light.on,1,0,1,could you turn dining table light to yellowgreen?,MIT
acon,acon:8571,1,now,,light.on,Light,light.on,1,0,1,could you turn bathroom light to burlywood?,MIT
acon,acon:8572,1,now,,light.on,Light,light.on,1,0,1,could you turn front study light to blueviolet?,MIT
acon,acon:8573,1,now,,light.on,Light,light.on,1,0,1,could you turn office light to sienna?,MIT
acon,acon:8574,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs observatory light to beige?,MIT
acon,acon:8575,1,now,,light.on,Light,light.on,1,0,1,could you turn back cinema light to goldenrod?,MIT
acon,acon:8576,1,now,,light.on,Light,light.on,1,0,1,could you turn back yard light to cyan?,MIT
acon,acon:8577,1,now,,,,,0,0,1,could you turn front yard lighting to tan?,MIT
acon,acon:8578,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen rack cool light to royalblue?,MIT
acon,acon:8579,1,now,,light.on,Light,light.on,1,0,1,could you turn dining room light to purple?,MIT
acon,acon:8580,1,now,,light.on,Light,light.on,1,0,1,could you turn front entryway light to mediumseagreen?,MIT
acon,acon:8581,1,now,,light.on,Light,light.on,1,0,1,could you turn back courtyard light to darkolivegreen?,MIT
acon,acon:8582,1,now,,light.on,Light,light.on,1,0,1,could you turn front side yard light to indianred?,MIT
acon,acon:8583,1,now,,light.on,Light,light.on,1,0,1,could you turn front porch light to sienna?,MIT
acon,acon:8584,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs playroom light to darkgoldenrod?,MIT
acon,acon:8585,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen freezer light to sienna?,MIT
acon,acon:8586,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs playroom light to darkgrey?,MIT
acon,acon:8587,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs fireplace light to mediumaquamarine?,MIT
acon,acon:8588,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs pantry light to greenyellow?,MIT
acon,acon:8589,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs utility light to yellowgreen?,MIT
acon,acon:8590,1,now,,light.on,Light,light.on,1,0,1,could you turn study light to peru?,MIT
acon,acon:8591,1,now,,light.on,Light,light.on,1,0,1,could you turn living room ceiling light to forestgreen?,MIT
acon,acon:8592,1,now,,light.on,Light,light.on|garage,2,0,1,could you turn garage light to brown?,MIT
acon,acon:8593,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs zen light to yellowgreen?,MIT
acon,acon:8594,1,now,,light.on,Light,light.on,1,0,1,could you turn study light to yellowgreen?,MIT
acon,acon:8595,1,now,,light.on,Light,light.on,1,0,1,could you turn dining table light to darkslateblue?,MIT
acon,acon:8596,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs master bedroom hue to firebrick?,MIT
acon,acon:8597,1,now,,light.on,Light,light.on,1,0,1,could you turn front potting shed light to aquamarine?,MIT
acon,acon:8598,1,now,,light.on,Light,light.on,1,0,1,could you turn back aquarium stand warm light to darkviolet?,MIT
acon,acon:8599,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs observatory light to lawngreen?,MIT
acon,acon:8600,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen cornice warm light to mediumvioletred?,MIT
acon,acon:8601,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen trash bin cool light to mediumaquamarine?,MIT
acon,acon:8602,1,now,,light.on,Light,light.on,1,0,1,could you turn master light to sienna?,MIT
acon,acon:8603,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs nursery light to darkslateblue?,MIT
acon,acon:8604,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs hallway light to red?,MIT
acon,acon:8605,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs pet area light to slateblue?,MIT
acon,acon:8606,1,now,,light.on,Light,light.on,1,0,1,could you turn garden light to darkorchid?,MIT
acon,acon:8607,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs corridor light to blue?,MIT
acon,acon:8608,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs basement light to darkslategrey?,MIT
acon,acon:8609,1,now,,light.on,Light,light.on,1,0,1,could you turn back family room warm light to darkslateblue?,MIT
acon,acon:8610,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs music room light to mediumseagreen?,MIT
acon,acon:8611,1,now,,light.on,Light,light.on,1,0,1,could you turn front courtyard light to limegreen?,MIT
acon,acon:8612,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs man cave light to royalblue?,MIT
acon,acon:8613,1,now,,light.on,Light,light.on,1,0,1,could you turn back balcony light to darkturquoise?,MIT
acon,acon:8614,1,now,,light.on,Light,light.on,1,0,1,could you turn main kitchen light to dodgerblue?,MIT
acon,acon:8615,1,now,,,,,0,0,1,could you turn hot tub lighting to seagreen?,MIT
acon,acon:8616,1,now,,light.on,Light,light.on,1,0,1,could you turn bedroom light to blue?,MIT
acon,acon:8617,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs balcony light to darkviolet?,MIT
acon,acon:8618,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs nursery light to goldenrod?,MIT
acon,acon:8619,1,now,,light.on,Light,light.on,1,0,1,could you turn yeelight smart light to springgreen?,MIT
acon,acon:8620,1,now,,light.on,Light,light.on,1,0,1,could you turn front dining light to green?,MIT
acon,acon:8621,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs mudroom light to greenyellow?,MIT
acon,acon:8622,1,now,,light.on,Light,light.on,1,0,1,could you turn patio lights to maroon?,MIT
acon,acon:8623,1,now,,light.on,Light,light.on,1,0,1,could you turn study lights to khaki?,MIT
acon,acon:8624,1,now,,light.on,Light,light.on,1,0,1,could you turn shed light to goldenrod?,MIT
acon,acon:8625,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen counter cool light to mediumspringgreen?,MIT
acon,acon:8626,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs arcade light to palegreen?,MIT
acon,acon:8627,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs wine bar light to limegreen?,MIT
acon,acon:8628,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs bathroom warm light to limegreen?,MIT
acon,acon:8629,1,now,,light.on,Light,light.on,1,0,1,could you turn bedroom light to yellowgreen?,MIT
acon,acon:8630,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs courtyard light to lightseagreen?,MIT
acon,acon:8631,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs sunroom light to darkcyan?,MIT
acon,acon:8632,1,now,,light.on,Light,light.on,1,0,1,could you turn front arcade light to black?,MIT
acon,acon:8633,1,now,,light.on,Light,light.on,1,0,1,could you turn living room lights to mediumvioletred?,MIT
acon,acon:8634,1,now,,light.on,Light,light.on,1,0,1,could you turn downstairs basement light to crimson?,MIT
acon,acon:8635,1,now,,light.on,Light,light.on|garage,2,0,1,could you turn garage paint booth warm light to mediumpurple?,MIT
acon,acon:8636,1,now,,light.on,Light,light.on,1,0,1,could you turn mirror lights to teal?,MIT
acon,acon:8637,1,now,,light.on,Light,light.on,1,0,1,could you turn backyard light to tomato?,MIT
acon,acon:8638,1,now,,light.on,Light,light.on,1,0,1,could you turn upstairs craft room light to maroon?,MIT
acon,acon:8639,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen table light to steelblue?,MIT
acon,acon:8640,1,now,,light.on,Light,light.on,1,0,1,could you turn front arcade light to mediumorchid?,MIT
acon,acon:8641,1,now,,light.on,Light,light.on,1,0,1,could you turn back corridor light to darkgrey?,MIT
acon,acon:8642,1,now,,light.on,Light,light.on,1,0,1,could you turn attic light to orchid?,MIT
acon,acon:8643,1,now,,light.on,Light,light.on,1,0,1,could you turn kitchen toaster cool light to darkgrey?,MIT
acon,acon:8644,1,now,,light.on,Light,light.on,1,0,1,please change upstairs cinema light to darkslategrey.,MIT
acon,acon:8645,1,now,,light.on,Light,light.on,1,0,1,please change master light to darkslateblue.,MIT
acon,acon:8646,1,now,,,,,0,0,1,please change hot tub lighting to yellowgreen.,MIT
acon,acon:8647,1,now,,light.on,Light,light.on,1,0,1,please change back corridor light to lightgreen.,MIT
acon,acon:8648,1,now,,light.on,Light,light.on,1,0,1,please change front balcony light to seagreen.,MIT
acon,acon:8649,1,now,,light.on,Light,light.on,1,0,1,please change downstairs pantry light to sienna.,MIT
acon,acon:8650,1,now,,light.on,Light,light.on,1,0,1,please change downstairs closet light to royalblue.,MIT
acon,acon:8651,1,now,,light.on,Light,light.on,1,0,1,please change front arcade light to cornflowerblue.,MIT
acon,acon:8652,1,now,,light.on,Light,light.on,1,0,1,please change downstairs corridor light to slateblue.,MIT
acon,acon:8653,1,now,,light.on,Light,light.on,1,0,1,please change upstairs mudroom light to mediumseagreen.,MIT
acon,acon:8654,1,now,,light.on,Light,light.on,1,0,1,please change kitchen desk warm light to brown.,MIT
acon,acon:8655,1,now,,light.on,Light,light.on,1,0,1,please change kitchen cabinet warm light to lightgreen.,MIT
acon,acon:8656,1,now,,light.on,Light,light.on,1,0,1,please change downstairs observatory light to mediumslateblue.,MIT
acon,acon:8657,1,now,,light.on,Light,light.on,1,0,1,please change bedroom light to brown.,MIT
acon,acon:8658,1,now,,light.on,Light,light.on,1,0,1,please change first driveway light to darkorchid.,MIT
acon,acon:8659,1,now,,light.on,Light,light.on,1,0,1,please change downstairs observatory light to blueviolet.,MIT
acon,acon:8660,1,now,,light.on,Light,light.on,1,0,1,please change back cinema light to deeppink.,MIT
acon,acon:8661,1,now,,light.on,Light,light.on,1,0,1,please change basement bar cool light to saddlebrown.,MIT
acon,acon:8662,1,now,,light.on,Light,light.on,1,0,1,please change downstairs bathroom warm light to darkseagreen.,MIT
acon,acon:8663,1,now,,light.on,Light,light.on,1,0,1,please change study lights to dodgerblue.,MIT
acon,acon:8664,1,now,,light.on,Light,light.on,1,0,1,please change upstairs hallway light to mediumseagreen.,MIT
acon,acon:8665,1,now,,light.on,Light,light.on,1,0,1,please change front fireplace light to darkkhaki.,MIT
acon,acon:8666,1,now,,garage,GarageDoor,garage,1,0,1,please change garage osram to darkslategrey.,MIT
acon,acon:8667,1,now,,light.on,Light,light.on,1,0,1,please change upstairs basement light to blue.,MIT
acon,acon:8668,1,now,,light.on,Light,light.on,1,0,1,please change upstairs attic light to purple.,MIT
acon,acon:8669,1,now,,light.on,Light,light.on,1,0,1,please change philips hue to silver.,MIT
acon,acon:8670,1,now,,light.on,Light,light.on,1,0,1,please change kitchen counter cool light to peru.,MIT
acon,acon:8671,1,now,,light.on,Light,light.on,1,0,1,please change front porch light to tan.,MIT
acon,acon:8672,1,now,,light.on,Light,light.on,1,0,1,please change back library warm light to steelblue.,MIT
acon,acon:8673,1,now,,light.on,Light,light.on,1,0,1,please change kitchen window seat warm light to orange.,MIT
acon,acon:8674,1,now,,,,,0,0,1,please change garden path lighting to gold.,MIT
acon,acon:8675,1,now,,light.on,Light,light.on,1,0,1,please change basement light to mediumvioletred.,MIT
acon,acon:8676,1,now,,light.on,Light,light.on,1,0,1,please change back lounge warm light to blue.,MIT
acon,acon:8677,1,now,,light.on,Light,light.on,1,0,1,please change front fireplace light to crimson.,MIT
acon,acon:8678,1,now,,light.on,Light,light.on,1,0,1,please change driveway light to lightskyblue.,MIT
acon,acon:8679,1,now,,light.on,Light,light.on,1,0,1,please change back lounge warm light to peachpuff.,MIT
acon,acon:8680,1,now,,light.on,Light,light.on,1,0,1,please change patio lights to tomato.,MIT
acon,acon:8681,1,now,,light.on,Light,light.on,1,0,1,please change kitchen toaster cool light to limegreen.,MIT
acon,acon:8682,1,now,,light.on,Light,light.on,1,0,1,please change downstairs recreation light to seagreen.,MIT
acon,acon:8683,1,now,,light.on,Light,light.on,1,0,1,please change mirror lights to darkviolet.,MIT
acon,acon:8684,1,now,,light.on,Light,light.on,1,0,1,please change front side yard light to olivedrab.,MIT
acon,acon:8685,1,now,,light.on,Light,light.on,1,0,1,please change driveway light to royalblue.,MIT
acon,acon:8686,1,now,,,,,0,0,1,please change front hallway chandelier to limegreen.,MIT
acon,acon:8687,1,now,,light.on,Light,light.on,1,0,1,please change living room ceiling light to limegreen.,MIT
acon,acon:8688,1,now,,light.on,Light,light.on,1,0,1,please change bedroom light to midnightblue.,MIT
acon,acon:8689,1,now,,light.on,Light,light.on,1,0,1,please change dining room light to purple.,MIT
acon,acon:8690,1,now,,light.on,Light,light.on,1,0,1,please change downstairs zen light to darkgoldenrod.,MIT
acon,acon:8691,1,now,,light.on,Light,light.on,1,0,1,please change downstairs office light to yellowgreen.,MIT
acon,acon:8692,1,now,,light.on,Light,light.on,1,0,1,please change upstairs hallway light to royalblue.,MIT
acon,acon:8693,1,now,,light.on,Light,light.on,1,0,1,please change back courtyard light to mediumvioletred.,MIT
acon,acon:8694,1,now,,light.on,Light,light.on,1,0,1,please change kitchen display warm light to crimson.,MIT
acon,acon:8695,1,now,,light.on,Light,light.on,1,0,1,please change kitchen drawer warm light to violet.,MIT
acon,acon:8696,1,now,,light.on,Light,light.on,1,0,1,please change back study light to palevioletred.,MIT
acon,acon:8697,1,now,,light.on,Light,light.on,1,0,1,please change outdoor patio light to purple.,MIT
acon,acon:8698,1,now,,light.on,Light,light.on,1,0,1,please change living room light to lightgreen.,MIT
acon,acon:8699,1,now,,light.on,Light,light.on,1,0,1,please change yeelight smart light to darkkhaki.,MIT
acon,acon:8700,1,now,,light.on,Light,light.on,1,0,1,please change upstairs library light to blueviolet.,MIT
acon,acon:8701,1,now,,light.on,Light,light.on,1,0,1,please change back entryway light to olivedrab.,MIT
acon,acon:8702,1,now,,light.on,Light,light.on,1,0,1,please change downstairs pet area light to darkturquoise.,MIT
acon,acon:8703,1,now,,light.on,Light,light.on,1,0,1,please change downstairs pantry light to cadetblue.,MIT
acon,acon:8704,1,now,,light.on,Light,light.on,1,0,1,please change back bedroom warm light to darkorchid.,MIT
acon,acon:8705,1,now,,light.on,Light,light.on,1,0,1,please change downstairs entryway light to steelblue.,MIT
acon,acon:8706,1,now,,light.on,Light,light.on,1,0,1,please change front side yard light to darkviolet.,MIT
acon,acon:8707,1,now,,light.on,Light,light.on,1,0,1,please change upstairs cinema light to gold.,MIT
acon,acon:8708,1,now,,light.on,Light,light.on,1,0,1,please change downstairs balcony light to thistle.,MIT
acon,acon:8709,1,now,,light.on,Light,light.on,1,0,1,please change downstairs balcony light to seagreen.,MIT
acon,acon:8710,1,now,,light.on,Light,light.on,1,0,1,please change aquarium light to seagreen.,MIT
acon,acon:8711,1,now,,light.on,Light,light.on,1,0,1,please change basement bar cool light to dodgerblue.,MIT
acon,acon:8712,1,now,,light.on,Light,light.on,1,0,1,please change study lights to lightcoral.,MIT
acon,acon:8713,1,now,,light.on,Light,light.on,1,0,1,please change front playroom light to yellowgreen.,MIT
acon,acon:8714,1,now,,light.on,Light,light.on,1,0,1,please change back bedroom warm light to sienna.,MIT
acon,acon:8715,1,now,,light.on,Light,light.on,1,0,1,please change outdoor patio light to darkslateblue.,MIT
acon,acon:8716,1,now,,light.on,Light,light.on,1,0,1,please change front laundry light to steelblue.,MIT
acon,acon:8717,1,now,,light.on,Light,light.on,1,0,1,please change downstairs arcade light to slateblue.,MIT
acon,acon:8718,1,now,,light.on,Light,light.on,1,0,1,please change back nursery warm light to khaki.,MIT
acon,acon:8719,1,now,,light.on,Light,light.on,1,0,1,please change kitchen desk warm light to mediumseagreen.,MIT
acon,acon:8720,1,now,,light.on,Light,light.on|media,2,0,1,please change front tv room light to seagreen.,MIT
acon,acon:8721,1,now,,light.dim,Light,light.dim|light.on,2,0,1,please change front sitting room light to dimgrey.,MIT
acon,acon:8722,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front balcony light to indigo color.,MIT
acon,acon:8723,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust master bedroom lamp to darkolivegreen color.,MIT
acon,acon:8724,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back closet warm light to darkgrey color.,MIT
acon,acon:8725,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs side yard light to darkkhaki color.,MIT
acon,acon:8726,1,now,,light.color,Light,light.color,1,0,1,adjust hot tub lighting to darkgoldenrod color.,MIT
acon,acon:8727,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back mudroom warm light to olivedrab color.,MIT
acon,acon:8728,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs corridor light to seagreen color.,MIT
acon,acon:8729,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs utility light to midnightblue color.,MIT
acon,acon:8730,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs zen light to royalblue color.,MIT
acon,acon:8731,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen oven warm light to indigo color.,MIT
acon,acon:8732,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back office light to olive color.,MIT
acon,acon:8733,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front sitting room light to saddlebrown color.,MIT
acon,acon:8734,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust backyard light to darkolivegreen color.,MIT
acon,acon:8735,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back basement light to greenyellow color.,MIT
acon,acon:8736,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust bathroom light to seagreen color.,MIT
acon,acon:8737,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front office light to yellowgreen color.,MIT
acon,acon:8738,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen cupboard cool light to lime color.,MIT
acon,acon:8739,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen rack cool light to orchid color.,MIT
acon,acon:8740,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs sitting room light to crimson color.,MIT
acon,acon:8741,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen bookshelf warm light to yellowgreen color.,MIT
acon,acon:8742,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen counter lights to darkslateblue color.,MIT
acon,acon:8743,1,now,,light.color,Light,light.color|light.dim|light.on,3,0,1,adjust kitchen floor cool light to dimgrey color.,MIT
acon,acon:8744,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen bar warm light to blueviolet color.,MIT
acon,acon:8745,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back aquarium stand warm light to brown color.,MIT
acon,acon:8746,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs lounge light to skyblue color.,MIT
acon,acon:8747,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front utility light to sienna color.,MIT
acon,acon:8748,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back utility warm light to palegoldenrod color.,MIT
acon,acon:8749,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front workout light to purple color.,MIT
acon,acon:8750,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs washroom light to midnightblue color.,MIT
acon,acon:8751,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs basement light to yellowgreen color.,MIT
acon,acon:8752,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust study lights to darkgreen color.,MIT
acon,acon:8753,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs bathroom light to khaki color.,MIT
acon,acon:8754,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs wine bar light to grey color.,MIT
acon,acon:8755,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust driveway light to black color.,MIT
acon,acon:8756,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust office light to lightseagreen color.,MIT
acon,acon:8757,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs washroom light to palegreen color.,MIT
acon,acon:8758,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front balcony light to darkmagenta color.,MIT
acon,acon:8759,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust second kitchen light to yellowgreen color.,MIT
acon,acon:8760,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front study light to yellowgreen color.,MIT
acon,acon:8761,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front stairwell light to slateblue color.,MIT
acon,acon:8762,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust aquarium light to sienna color.,MIT
acon,acon:8763,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust dining room light to rosybrown color.,MIT
acon,acon:8764,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen counter lights to chocolate color.,MIT
acon,acon:8765,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs sunroom light to springgreen color.,MIT
acon,acon:8766,1,now,,light.color,Light,light.color|light.on|media,3,0,1,adjust upstairs tv room light to turquoise color.,MIT
acon,acon:8767,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back bedroom warm light to darkseagreen color.,MIT
acon,acon:8768,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust bedroom light to goldenrod color.,MIT
acon,acon:8769,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust hallway light to yellowgreen color.,MIT
acon,acon:8770,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen bookshelf warm light to turquoise color.,MIT
acon,acon:8771,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs sitting room light to darkslategrey color.,MIT
acon,acon:8772,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust bedroom light to royalblue color.,MIT
acon,acon:8773,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust backyard light to sandybrown color.,MIT
acon,acon:8774,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front cinema light to darkolivegreen color.,MIT
acon,acon:8775,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust bedroom light to darkkhaki color.,MIT
acon,acon:8776,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back courtyard light to yellowgreen color.,MIT
acon,acon:8777,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust driveway light to forestgreen color.,MIT
acon,acon:8778,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust bathroom light to yellowgreen color.,MIT
acon,acon:8779,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front recreation light to darkslategrey color.,MIT
acon,acon:8780,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs music room light to green color.,MIT
acon,acon:8781,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front nursery light to deeppink color.,MIT
acon,acon:8782,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust kitchen toaster cool light to crimson color.,MIT
acon,acon:8783,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs observatory light to lawngreen color.,MIT
acon,acon:8784,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust front dining light to blue color.,MIT
acon,acon:8785,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs courtyard light to lightgreen color.,MIT
acon,acon:8786,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust upstairs corridor light to limegreen color.,MIT
acon,acon:8787,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust bathroom light to dodgerblue color.,MIT
acon,acon:8788,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust downstairs guest bedroom light to darkkhaki color.,MIT
acon,acon:8789,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust first driveway light to teal color.,MIT
acon,acon:8790,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust main kitchen light to lightgreen color.,MIT
acon,acon:8791,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust back library warm light to mediumturquoise color.,MIT
acon,acon:8792,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust office desk light to darkkhaki color.,MIT
acon,acon:8793,1,now,,light.color,Light,light.color|light.on|garage,3,0,1,adjust garage light to violet color.,MIT
acon,acon:8794,1,now,,light.color,Light,light.color|light.on|garage,3,0,1,adjust garage paint booth warm light to blueviolet color.,MIT
acon,acon:8795,1,now,,light.color,Light,light.color|light.on,2,0,1,adjust bedroom light to mediumpurple color.,MIT
